"User ID";"Age Group";"Gender";"Country";"Device Type";"Subscription Plan";"Preferred Watch Time";"Top Watched Language";"Average Daily Watch Minutes";"Number of Titles Watched";"Average Episode Length (minutes)";"Account Age (Months)";"Days Since Last Login";"Average Completion Rate (%)";"Number of Rewatches";"Preferred Genre (Target Variable)"
3905;"18-24";"Non-binary";"Australia";"Tablet";"Standard";"Afternoon";"English";231;18;40;10;24;87.85;2;"Action"
3906;"13-17";"Non-binary";"Canada";"Laptop";"Premium";"Night";"Hindi";141;32;44;60;10;95.49;7;"Comedy"
3907;"13-17";"Non-binary";"Germany";"Tablet";"Standard";"Evening";"French";86;144;34;8;5;86.32;6;"Comedy"
3908;"25-34";"Female";"Canada";"Laptop";"Premium";"Afternoon";"Spanish";204;69;47;71;26;79.92;4;"Action"
3909;"45-54";"Female";"Australia";"Mobile";"Premium";"Morning";"French";241;70;57;48;23;56.49;2;"Drama"
3910;"18-24";"Female";"Australia";"Tablet";"Basic";"Evening";"English";208;84;37;41;24;94.54;6;"Action"
3911;"25-34";"Female";"Canada";"Laptop";"Basic";"Night";"English";66;109;49;8;10;83.31;1;"Thriller"
3912;"18-24";"Female";"Australia";"TV";"Standard";"Morning";"Hindi";209;63;48;37;10;99.82;3;"Comedy"
3913;"45-54";"Non-binary";"UK";"Laptop";"Premium";"Afternoon";"Japanese";243;40;30;37;13;62.8;0;"Drama"
3914;"18-24";"Female";"Canada";"TV";"Premium";"Evening";"English";125;37;39;64;15;79.42;4;"Action"
3915;"55+";"Non-binary";"Canada";"Laptop";"Basic";"Morning";"Hindi";107;99;58;59;1;70.57;2;"Drama"
3916;"55+";"Non-binary";"USA";"TV";"Basic";"Morning";"French";196;15;28;45;1;60.37;2;"Thriller"
3917;"55+";"Non-binary";"Germany";"Tablet";"Basic";"Night";"French";203;43;38;16;4;82.84;2;"Thriller"
3918;"13-17";"Male";"Canada";"TV";"Standard";"Morning";"French";148;101;28;26;13;87.86;7;"Comedy"
3919;"45-54";"Female";"USA";"Tablet";"Premium";"Night";"French";96;117;52;31;20;73.48;2;"Thriller"
3920;"25-34";"Female";"Australia";"Tablet";"Premium";"Afternoon";"French";245;18;53;27;27;86.63;1;"Drama"
3921;"25-34";"Non-binary";"Germany";"Laptop";"Premium";"Night";"German";179;102;42;43;9;74.08;0;"Drama"
3922;"35-44";"Male";"Germany";"Tablet";"Basic";"Evening";"English";212;107;44;15;9;58.5;1;"Drama"
3923;"25-34";"Female";"Australia";"Mobile";"Standard";"Morning";"English";187;21;56;58;17;72.18;3;"Thriller"
3924;"55+";"Non-binary";"UK";"TV";"Standard";"Afternoon";"Japanese";84;25;32;49;25;79.48;2;"Thriller"
3925;"55+";"Male";"USA";"Laptop";"Basic";"Night";"Japanese";62;80;37;25;19;67.82;3;"Thriller"
3926;"35-44";"Non-binary";"Canada";"Tablet";"Standard";"Night";"German";229;144;33;68;8;70.54;4;"Thriller"
3927;"13-17";"Male";"USA";"TV";"Standard";"Night";"English";253;12;57;36;3;80.84;2;"Thriller"
3928;"25-34";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"Japanese";73;14;36;47;16;75.7;1;"Drama"
3929;"45-54";"Female";"Australia";"Mobile";"Basic";"Afternoon";"Hindi";60;47;49;59;20;72.89;4;"Thriller"
3930;"35-44";"Non-binary";"UK";"TV";"Basic";"Evening";"French";218;88;49;52;1;87.14;7;"Action"
3931;"25-34";"Non-binary";"Germany";"Laptop";"Basic";"Afternoon";"French";176;108;40;40;13;70.8;4;"Thriller"
3932;"13-17";"Male";"Germany";"Laptop";"Basic";"Night";"English";241;11;40;43;21;90.38;4;"Comedy"
3933;"45-54";"Male";"Australia";"Tablet";"Premium";"Afternoon";"French";152;109;59;56;0;62.44;0;"Drama"
3934;"45-54";"Female";"USA";"Tablet";"Standard";"Night";"French";49;148;47;3;22;61.24;1;"Thriller"
3935;"13-17";"Non-binary";"Germany";"Laptop";"Standard";"Evening";"Hindi";91;141;32;71;6;70.38;5;"Action"
3936;"25-34";"Male";"Canada";"TV";"Premium";"Evening";"Spanish";84;56;27;12;3;73.65;7;"Action"
3937;"18-24";"Female";"Canada";"TV";"Standard";"Night";"German";219;125;48;65;8;96.98;5;"Comedy"
3938;"25-34";"Female";"USA";"Mobile";"Basic";"Afternoon";"Japanese";69;103;46;43;2;72.3;3;"Thriller"
3939;"35-44";"Male";"UK";"Tablet";"Premium";"Afternoon";"Spanish";231;109;38;70;4;76.81;0;"Drama"
3940;"35-44";"Male";"Canada";"TV";"Premium";"Morning";"Japanese";264;29;46;46;20;69.27;2;"Drama"
3941;"25-34";"Non-binary";"USA";"TV";"Basic";"Evening";"Spanish";169;25;58;60;23;77.47;4;"Action"
3942;"55+";"Female";"USA";"Tablet";"Basic";"Evening";"French";216;145;55;61;9;75.73;1;"Drama"
3943;"35-44";"Male";"Australia";"Laptop";"Basic";"Night";"Japanese";135;73;45;49;9;64.39;4;"Thriller"
3944;"18-24";"Female";"Germany";"TV";"Standard";"Morning";"German";212;113;29;25;3;73.2;2;"Action"
3945;"55+";"Non-binary";"Australia";"Mobile";"Basic";"Afternoon";"English";56;142;43;3;16;74.47;0;"Drama"
3946;"18-24";"Male";"Germany";"TV";"Premium";"Night";"Hindi";67;47;45;68;26;76.21;7;"Action"
3947;"45-54";"Female";"UK";"TV";"Standard";"Afternoon";"Spanish";165;28;26;63;20;70.49;1;"Drama"
3948;"35-44";"Male";"UK";"Mobile";"Standard";"Afternoon";"Hindi";84;83;27;30;16;65.3;5;"Action"
3949;"55+";"Non-binary";"UK";"Laptop";"Premium";"Afternoon";"Hindi";56;146;54;4;18;77.83;0;"Drama"
3950;"25-34";"Non-binary";"USA";"Mobile";"Standard";"Morning";"Japanese";226;26;58;71;5;66.14;3;"Thriller"
3951;"55+";"Non-binary";"USA";"Mobile";"Basic";"Evening";"English";181;104;49;21;0;82.41;2;"Thriller"
3952;"45-54";"Non-binary";"Australia";"Tablet";"Basic";"Evening";"Japanese";155;54;59;71;25;75.79;1;"Thriller"
3953;"18-24";"Male";"Canada";"TV";"Basic";"Afternoon";"Hindi";177;97;53;1;13;77.96;6;"Comedy"
3954;"45-54";"Male";"Germany";"Laptop";"Basic";"Morning";"French";265;51;36;60;29;72.08;3;"Thriller"
3955;"13-17";"Female";"Germany";"TV";"Standard";"Afternoon";"German";245;60;47;34;12;92.02;7;"Comedy"
3956;"35-44";"Female";"UK";"Laptop";"Premium";"Afternoon";"English";120;122;52;3;2;61.68;0;"Drama"
3957;"25-34";"Male";"Germany";"Mobile";"Standard";"Night";"English";268;142;41;18;22;87.13;1;"Drama"
3958;"18-24";"Male";"India";"Tablet";"Premium";"Morning";"French";253;17;40;43;1;79.49;4;"Comedy"
3959;"45-54";"Female";"UK";"Mobile";"Premium";"Morning";"Hindi";57;46;33;41;21;57.58;2;"Drama"
3960;"25-34";"Male";"Germany";"TV";"Basic";"Evening";"Japanese";74;56;27;24;6;65.12;2;"Drama"
3961;"35-44";"Non-binary";"Australia";"Tablet";"Standard";"Evening";"French";215;109;46;24;27;64.44;2;"Drama"
3962;"25-34";"Non-binary";"Germany";"Tablet";"Basic";"Afternoon";"German";97;98;55;3;11;71.63;7;"Action"
3963;"35-44";"Non-binary";"USA";"TV";"Standard";"Night";"Spanish";154;142;38;59;1;72.66;4;"Thriller"
3964;"35-44";"Female";"Australia";"Laptop";"Standard";"Night";"Japanese";57;95;27;58;10;68.55;1;"Thriller"
3965;"35-44";"Male";"Australia";"Tablet";"Basic";"Night";"English";219;34;47;24;15;90.12;3;"Action"
3966;"45-54";"Female";"Australia";"Laptop";"Standard";"Afternoon";"French";197;135;45;66;26;89.91;1;"Drama"
3967;"35-44";"Female";"India";"Laptop";"Basic";"Evening";"Japanese";76;125;48;40;4;84.19;4;"Thriller"
3968;"25-34";"Male";"India";"Laptop";"Premium";"Morning";"Spanish";79;129;56;71;25;78.66;3;"Thriller"
3969;"13-17";"Female";"Germany";"Tablet";"Basic";"Afternoon";"German";45;39;29;9;27;73.24;2;"Action"
3970;"25-34";"Non-binary";"UK";"Mobile";"Standard";"Night";"French";118;57;57;60;25;84.67;3;"Thriller"
3971;"45-54";"Male";"Germany";"Tablet";"Standard";"Night";"German";202;103;43;39;16;74.19;3;"Thriller"
3972;"35-44";"Non-binary";"Germany";"Mobile";"Premium";"Afternoon";"Spanish";193;64;58;33;2;86.96;6;"Action"
3973;"13-17";"Non-binary";"Germany";"Tablet";"Premium";"Night";"Spanish";144;55;27;34;13;80.79;1;"Thriller"
3974;"45-54";"Male";"USA";"Mobile";"Premium";"Morning";"Hindi";130;40;52;62;15;62.44;4;"Thriller"
3975;"18-24";"Non-binary";"Australia";"Mobile";"Basic";"Afternoon";"English";197;101;35;61;16;90.53;4;"Action"
3976;"18-24";"Non-binary";"Canada";"Tablet";"Basic";"Morning";"Hindi";114;83;34;27;27;98.75;6;"Comedy"
3977;"18-24";"Non-binary";"UK";"Laptop";"Standard";"Evening";"Japanese";155;65;26;17;18;96.71;5;"Comedy"
3978;"13-17";"Male";"UK";"Laptop";"Premium";"Night";"Spanish";191;131;51;60;3;86.85;8;"Comedy"
3979;"25-34";"Male";"Australia";"Mobile";"Premium";"Night";"Hindi";161;66;33;42;27;59.66;0;"Drama"
3980;"13-17";"Male";"UK";"TV";"Basic";"Evening";"English";94;26;25;47;27;91.7;4;"Action"
3981;"13-17";"Female";"Australia";"TV";"Standard";"Evening";"English";245;148;57;53;20;90.1;9;"Comedy"
3982;"13-17";"Non-binary";"UK";"Tablet";"Premium";"Evening";"Spanish";254;26;57;21;19;81.2;5;"Action"
3983;"18-24";"Female";"Germany";"Tablet";"Basic";"Night";"French";48;114;27;8;19;67.8;3;"Thriller"
3984;"55+";"Female";"USA";"Tablet";"Basic";"Evening";"Hindi";145;147;56;58;24;64.37;4;"Thriller"
3985;"25-34";"Non-binary";"UK";"TV";"Premium";"Afternoon";"German";101;143;37;68;24;69.15;3;"Action"
3986;"55+";"Male";"UK";"Laptop";"Premium";"Evening";"Spanish";150;90;45;63;8;64.11;2;"Drama"
3987;"55+";"Female";"Canada";"Tablet";"Standard";"Afternoon";"Japanese";185;25;28;59;10;89.52;0;"Drama"
3988;"13-17";"Male";"USA";"Tablet";"Premium";"Afternoon";"Hindi";90;112;41;30;4;75.35;6;"Action"
3989;"25-34";"Male";"Germany";"Laptop";"Basic";"Morning";"Hindi";142;99;28;25;10;69.28;7;"Action"
3990;"55+";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Spanish";58;13;44;56;12;85.29;2;"Drama"
3991;"35-44";"Female";"USA";"Tablet";"Premium";"Afternoon";"French";108;71;36;34;20;71.12;2;"Drama"
3992;"13-17";"Female";"UK";"TV";"Standard";"Evening";"Hindi";156;65;50;50;1;92.66;5;"Action"
3993;"13-17";"Male";"India";"TV";"Basic";"Night";"Hindi";121;42;40;2;21;82.5;3;"Comedy"
3994;"13-17";"Non-binary";"UK";"Tablet";"Premium";"Evening";"Japanese";162;40;31;53;1;78.78;6;"Action"
3995;"35-44";"Female";"Australia";"TV";"Basic";"Morning";"French";72;144;57;41;9;62.22;2;"Drama"
3996;"35-44";"Male";"Canada";"Laptop";"Standard";"Morning";"Japanese";147;142;26;23;12;70.42;7;"Action"
3997;"18-24";"Male";"USA";"Mobile";"Basic";"Night";"German";205;10;57;61;4;95.44;4;"Comedy"
3998;"45-54";"Male";"Australia";"Mobile";"Premium";"Afternoon";"Japanese";52;54;38;31;10;86.44;2;"Thriller"
3999;"25-34";"Non-binary";"Germany";"Tablet";"Premium";"Morning";"German";216;56;44;66;28;82.02;0;"Drama"
2536;"13-17";"Non-binary";"Canada";"Mobile";"Standard";"Night";"Hindi";249;45;27;57;18;92.5746492865956;8;"Comedy"
2124;"18-24";"Non-binary";"India";"Mobile";"Standard";"Evening";"French";47;70;42;41;11;85.69721417079128;5;"Comedy"
2760;"18-24";"Male";"Germany";"Tablet";"Premium";"Morning";"English";49;87;36;57;18;90.63698664551531;7;"Comedy"
3551;"13-17";"Non-binary";"Canada";"Mobile";"Basic";"Night";"German";147;86;40;30;21;78.49234402054648;3;"Comedy"
2985;"13-17";"Male";"USA";"Mobile";"Basic";"Morning";"English";164;109;51;31;16;86.21112391274477;4;"Comedy"
2812;"13-17";"Non-binary";"UK";"TV";"Basic";"Morning";"Japanese";69;50;33;40;4;77.95336824089571;7;"Comedy"
3457;"13-17";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"Japanese";254;97;33;37;9;90.15197177523766;5;"Comedy"
2363;"18-24";"Male";"Germany";"Laptop";"Premium";"Morning";"French";57;62;43;45;7;83.62011368093228;7;"Comedy"
2268;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Evening";"French";73;48;53;41;15;79.6896997296348;6;"Comedy"
3178;"13-17";"Non-binary";"Australia";"Laptop";"Premium";"Afternoon";"Japanese";171;102;55;55;18;85.37533227738147;6;"Comedy"
2526;"13-17";"Male";"USA";"Mobile";"Basic";"Morning";"Hindi";124;104;40;37;22;86.85832857183765;4;"Comedy"
2316;"13-17";"Female";"USA";"TV";"Standard";"Morning";"French";143;51;57;57;16;84.86898712296464;8;"Comedy"
2796;"13-17";"Non-binary";"India";"TV";"Premium";"Morning";"Japanese";140;31;37;35;20;82.40916617515498;5;"Comedy"
3540;"13-17";"Female";"Canada";"Tablet";"Basic";"Evening";"Japanese";168;13;26;53;8;77.8166953607271;5;"Comedy"
2870;"13-17";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Hindi";212;132;29;24;8;93.0037085935044;5;"Comedy"
2221;"18-24";"Female";"India";"TV";"Premium";"Morning";"Japanese";188;132;39;34;21;75.3948311781726;5;"Comedy"
3743;"13-17";"Male";"Canada";"TV";"Standard";"Morning";"French";113;113;35;24;9;80.19334608769937;5;"Comedy"
2210;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Night";"Spanish";174;62;34;13;4;99.17918445335403;4;"Comedy"
2929;"13-17";"Male";"Australia";"Tablet";"Premium";"Morning";"Japanese";126;71;47;11;27;99.26758148229351;8;"Comedy"
3461;"18-24";"Female";"India";"TV";"Premium";"Evening";"Hindi";192;88;40;68;2;97.52413886808182;8;"Comedy"
3777;"18-24";"Female";"Australia";"TV";"Basic";"Morning";"Hindi";206;73;52;35;7;99.70677196766107;3;"Comedy"
2957;"18-24";"Non-binary";"Canada";"Mobile";"Basic";"Night";"English";243;126;38;57;17;72.18969723642142;7;"Comedy"
3433;"13-17";"Male";"USA";"TV";"Standard";"Morning";"Hindi";62;140;52;47;8;79.11080324681468;9;"Comedy"
3041;"13-17";"Female";"Canada";"Laptop";"Basic";"Morning";"Japanese";219;31;28;13;12;94.99225565124364;7;"Comedy"
3662;"18-24";"Male";"USA";"TV";"Basic";"Night";"German";211;22;35;54;14;94.56678051075725;4;"Comedy"
3901;"13-17";"Male";"UK";"Laptop";"Premium";"Night";"Spanish";179;147;50;52;10;86.18857162894531;8;"Comedy"
2992;"13-17";"Female";"USA";"Mobile";"Standard";"Morning";"French";119;52;52;62;23;70.37363047818243;8;"Comedy"
3760;"18-24";"Male";"Germany";"TV";"Basic";"Morning";"German";155;102;48;40;19;71.9204719208099;3;"Comedy"
3262;"18-24";"Female";"USA";"TV";"Premium";"Morning";"Japanese";110;96;36;56;16;79.88029237351186;7;"Comedy"
2650;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Night";"German";109;94;41;9;1;92.48542656078095;8;"Comedy"
2893;"18-24";"Non-binary";"Canada";"Mobile";"Basic";"Night";"English";242;26;36;35;22;80.297223396561;6;"Comedy"
3042;"18-24";"Male";"India";"Tablet";"Standard";"Evening";"Hindi";241;81;53;32;15;80.55517903894129;9;"Comedy"
2574;"13-17";"Female";"Canada";"Laptop";"Basic";"Night";"Japanese";219;24;41;50;8;73.34542474340581;8;"Comedy"
3040;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Evening";"Hindi";209;143;43;10;4;94.84785835344003;7;"Comedy"
3060;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Afternoon";"Spanish";242;100;37;35;10;94.36741775398897;5;"Comedy"
3615;"13-17";"Male";"USA";"Tablet";"Standard";"Morning";"Hindi";111;134;46;29;8;85.56984618305897;7;"Comedy"
3158;"18-24";"Non-binary";"Canada";"TV";"Standard";"Evening";"English";188;85;28;50;15;93.09645655587855;7;"Comedy"
2243;"18-24";"Male";"Canada";"Mobile";"Standard";"Afternoon";"Hindi";78;114;57;10;23;94.07506300878296;5;"Comedy"
3777;"13-17";"Male";"Canada";"TV";"Premium";"Morning";"Japanese";110;99;30;36;9;76.01227623695517;5;"Comedy"
3162;"13-17";"Female";"India";"Laptop";"Standard";"Evening";"Japanese";142;84;47;37;19;76.64800092088797;4;"Comedy"
2279;"13-17";"Non-binary";"Australia";"Mobile";"Basic";"Morning";"Hindi";99;77;48;20;23;84.66487145847155;6;"Comedy"
3624;"13-17";"Male";"Germany";"Mobile";"Basic";"Night";"English";249;10;39;27;19;82.60927049298004;4;"Comedy"
2362;"13-17";"Female";"USA";"Mobile";"Basic";"Evening";"French";149;96;39;15;16;88.44579581797265;8;"Comedy"
3197;"18-24";"Non-binary";"Australia";"Tablet";"Standard";"Evening";"Hindi";249;38;36;11;11;83.85974788191612;3;"Comedy"
2563;"18-24";"Female";"Canada";"Mobile";"Premium";"Afternoon";"French";259;80;40;43;19;71.00406714042168;7;"Comedy"
2376;"18-24";"Male";"USA";"TV";"Premium";"Night";"German";228;60;33;44;17;93.90163782582847;9;"Comedy"
2463;"18-24";"Male";"Canada";"Laptop";"Premium";"Afternoon";"Japanese";91;81;40;37;26;84.62013537235593;6;"Comedy"
3631;"13-17";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"English";200;131;32;31;17;88.45751128575313;7;"Comedy"
3435;"13-17";"Non-binary";"Canada";"Mobile";"Premium";"Afternoon";"Hindi";190;34;39;34;19;95.47142153073591;5;"Comedy"
2264;"13-17";"Male";"UK";"Tablet";"Premium";"Afternoon";"Japanese";220;96;47;44;14;92.0499265581657;7;"Comedy"
2409;"18-24";"Male";"USA";"Laptop";"Basic";"Afternoon";"German";135;44;41;33;25;93.11445724051012;8;"Comedy"
2996;"18-24";"Male";"Canada";"Laptop";"Premium";"Morning";"Japanese";152;73;41;36;27;87.9826385759858;5;"Comedy"
2843;"18-24";"Male";"UK";"Tablet";"Premium";"Evening";"German";164;104;30;39;10;80.20548946284211;7;"Comedy"
3756;"18-24";"Female";"Germany";"TV";"Basic";"Morning";"Japanese";142;92;39;50;17;79.520533135408;7;"Comedy"
3473;"13-17";"Non-binary";"UK";"TV";"Premium";"Evening";"English";199;114;42;44;1;76.72950681920607;8;"Comedy"
2893;"13-17";"Female";"India";"Laptop";"Standard";"Morning";"German";144;83;54;20;11;83.37872098083501;6;"Comedy"
2322;"18-24";"Female";"USA";"TV";"Premium";"Morning";"Spanish";204;132;51;51;17;78.2553199372991;8;"Comedy"
2843;"13-17";"Female";"UK";"TV";"Basic";"Morning";"Japanese";186;89;47;45;2;84.76129061558635;4;"Comedy"
2658;"18-24";"Male";"Germany";"Laptop";"Premium";"Afternoon";"Japanese";157;33;38;7;15;73.28110851767113;9;"Comedy"
2337;"13-17";"Female";"USA";"Mobile";"Basic";"Morning";"Spanish";236;70;52;34;21;84.35979244101242;7;"Comedy"
2698;"13-17";"Non-binary";"Canada";"Mobile";"Standard";"Night";"Hindi";268;36;28;26;10;74.10821596628497;8;"Comedy"
3856;"13-17";"Non-binary";"Canada";"Laptop";"Premium";"Night";"Hindi";130;29;41;57;10;90.35788164162676;7;"Comedy"
3705;"18-24";"Male";"USA";"TV";"Standard";"Afternoon";"German";64;44;26;59;20;96.24619235324815;6;"Comedy"
2716;"13-17";"Non-binary";"Germany";"Laptop";"Premium";"Afternoon";"Japanese";213;111;54;63;14;86.49682100679397;4;"Comedy"
3341;"13-17";"Male";"Australia";"Tablet";"Premium";"Morning";"Japanese";63;74;35;11;26;98.99974534381951;9;"Comedy"
3285;"18-24";"Non-binary";"Germany";"TV";"Basic";"Morning";"Japanese";140;57;36;15;23;74.39576403232076;7;"Comedy"
3057;"18-24";"Male";"Germany";"Laptop";"Premium";"Morning";"French";60;96;35;57;19;88.36975797954409;7;"Comedy"
2586;"18-24";"Non-binary";"UK";"TV";"Premium";"Night";"Spanish";172;134;39;59;23;77.56391487273346;4;"Comedy"
3160;"13-17";"Male";"USA";"TV";"Basic";"Evening";"French";213;99;39;53;7;99.58410097697303;4;"Comedy"
3026;"13-17";"Male";"USA";"TV";"Standard";"Evening";"German";96;37;35;55;15;80.16961214801047;4;"Comedy"
3695;"13-17";"Male";"USA";"Mobile";"Basic";"Night";"Hindi";127;64;46;20;21;85.25323122397384;4;"Comedy"
3738;"13-17";"Female";"Germany";"Tablet";"Standard";"Evening";"Spanish";92;144;35;59;2;77.08210290120714;7;"Comedy"
3419;"18-24";"Non-binary";"UK";"TV";"Standard";"Evening";"Spanish";155;71;29;22;18;83.43292546153376;5;"Comedy"
3811;"13-17";"Male";"India";"TV";"Basic";"Night";"Hindi";106;41;36;2;18;85.41715701606005;7;"Comedy"
2845;"18-24";"Male";"Canada";"Laptop";"Standard";"Morning";"English";150;78;40;36;26;85.76123501725415;5;"Comedy"
2888;"18-24";"Female";"Canada";"TV";"Basic";"Evening";"German";197;90;29;47;25;92.29090803211471;5;"Comedy"
2710;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"Spanish";247;81;55;19;25;76.17367416462685;4;"Comedy"
2266;"18-24";"Non-binary";"Germany";"Tablet";"Premium";"Night";"Spanish";209;66;38;17;14;99.31623146611854;6;"Comedy"
2729;"13-17";"Female";"Australia";"Laptop";"Basic";"Evening";"Japanese";219;29;49;4;6;94.59560874621948;7;"Comedy"
3730;"13-17";"Female";"Canada";"Laptop";"Premium";"Morning";"English";92;36;42;38;26;87.26591063807413;8;"Comedy"
2168;"13-17";"Non-binary";"USA";"Mobile";"Basic";"Morning";"Hindi";94;88;43;33;29;82.25268723728848;5;"Comedy"
3447;"18-24";"Non-binary";"Canada";"TV";"Standard";"Evening";"Hindi";163;107;41;36;13;94.9543683262494;4;"Comedy"
3019;"18-24";"Male";"UK";"Laptop";"Premium";"Afternoon";"Japanese";191;24;34;7;8;78.47850002638705;9;"Comedy"
2284;"13-17";"Female";"Canada";"Mobile";"Basic";"Morning";"Hindi";81;77;47;25;29;98.21997870114629;5;"Comedy"
3055;"18-24";"Male";"Canada";"Laptop";"Standard";"Evening";"Hindi";172;40;42;9;26;90.30897326980794;4;"Comedy"
3602;"18-24";"Non-binary";"India";"Laptop";"Standard";"Evening";"Japanese";180;86;27;7;18;95.22247203858626;6;"Comedy"
2318;"18-24";"Male";"Germany";"Tablet";"Basic";"Evening";"Hindi";80;22;33;49;10;82.87338185711872;7;"Comedy"
3495;"18-24";"Female";"Canada";"Laptop";"Premium";"Morning";"English";118;81;54;17;27;86.50558947104787;6;"Comedy"
3917;"18-24";"Female";"Australia";"TV";"Standard";"Morning";"Hindi";210;120;48;58;9;97.9788868539404;3;"Comedy"
2459;"13-17";"Non-binary";"Australia";"Tablet";"Basic";"Afternoon";"Spanish";146;95;37;38;17;80.87101707355944;6;"Comedy"
3037;"13-17";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Spanish";215;126;29;36;3;73.68780331621602;6;"Comedy"
3252;"18-24";"Female";"India";"TV";"Basic";"Night";"French";62;64;52;25;25;76.87820642140645;6;"Comedy"
3290;"18-24";"Female";"Canada";"TV";"Basic";"Evening";"German";193;90;34;35;22;79.94336933732205;4;"Comedy"
2781;"13-17";"Male";"India";"TV";"Premium";"Morning";"Spanish";141;85;38;45;22;89.36178840068028;6;"Comedy"
3000;"18-24";"Male";"UK";"Laptop";"Premium";"Afternoon";"Japanese";191;45;33;18;13;92.10952347805849;9;"Comedy"
2807;"13-17";"Female";"Germany";"Laptop";"Premium";"Morning";"German";236;134;46;57;18;97.57369741315586;9;"Comedy"
2795;"13-17";"Female";"India";"Laptop";"Premium";"Morning";"French";168;122;51;30;8;89.22608747552933;7;"Comedy"
2740;"18-24";"Male";"UK";"Laptop";"Standard";"Morning";"Spanish";238;24;38;26;13;82.60375492641931;6;"Comedy"
3297;"13-17";"Female";"India";"TV";"Standard";"Night";"Japanese";128;109;47;60;15;79.18638521500502;3;"Comedy"
3208;"13-17";"Female";"UK";"Mobile";"Standard";"Night";"German";143;69;32;23;22;74.18835536471525;3;"Comedy"
2585;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"German";125;47;31;46;20;84.62976228543083;9;"Comedy"
2233;"18-24";"Male";"Australia";"Mobile";"Basic";"Afternoon";"German";260;101;46;48;25;83.47626282504653;3;"Comedy"
2804;"18-24";"Male";"UK";"Tablet";"Premium";"Evening";"Hindi";91;115;43;35;22;87.43732923204102;9;"Comedy"
2865;"18-24";"Non-binary";"UK";"TV";"Standard";"Evening";"Spanish";166;88;40;25;19;70.22208721765637;5;"Comedy"
